14607,39,117,252,43893,12/09/30,22:19:20,12/09/30,23:10:53,1252,500000
14611,53,106,302,10348,12/09/30,23:14:59,12/10/01,00:15:01,434,50000
14612,57,116,591,6796,12/10/01,00:19:44,12/10/01,01:43:08,1253,20000
14616,30,110,673,8029,12/10/01,01:58:19,12/10/01,02:20:12,1242,50000
14617,18,113,1362,16563,12/10/01,02:23:46,12/10/01,02:58:21,1247,50000
14619,45,114,11,39910,12/10/01,03:03:50,12/10/01,03:58:19,410,50000
14623,57,133,372,2513,12/10/01,05:53:06,12/10/01,07:13:02,1254,20000
14626,36,104,975,3975,12/10/01,07:16:18,12/10/01,07:29:12,1243,45000
14628,30,101,671,12264,12/10/01,07:33:07,12/10/01,08:05:11,1242,25000
14629,45,114,11,48940,12/10/01,08:13:36,12/10/01,09:10:35,410,75000
14630,30,110,673,14468,12/10/01,09:14:21,12/10/01,09:46:17,1242,15000
14631,32,103,551,7509,12/10/01,09:53:26,12/10/01,10:17:36,965,35000
14633,57,105,1211,26811,12/10/01,10:23:27,12/10/01,12:23:56,1255,85000
14637,57,105,1211,7595,12/10/01,12:46:40,12/10/01,13:23:29,1255,24000
14639,53,106,302,24570,12/10/01,13:27:26,12/10/01,14:06:11,434,55000
14640,45,114,11,28869,12/10/01,14:54:06,12/10/01,15:33:31,410,95000
14643,45,114,11,24779,12/10/01,16:54:52,12/10/01,17:48:23,410,95000
14646,45,114,11,4994,12/10/01,18:01:06,12/10/01,18:12:37,410,95000
14648,45,114,11,41146,12/10/01,20:13:03,12/10/01,21:08:09,410,95000
14650,31,127,1202,30377,12/10/01,21:12:16,12/10/01,22:11:54,895,95000
14654,30,101,671,13130,12/10/01,22:20:30,12/10/01,22:51:25,1242,50000
14655,45,114,11,21636,12/10/01,22:58:07,12/10/01,23:37:34,410,50000
14657,53,106,302,18742,12/10/01,23:43:36,12/10/02,00:09:47,434,50000
14658,57,113,1362,16338,12/10/02,00:13:48,12/10/02,02:44:28,1239,50000
14662,30,110,673,11817,12/10/02,02:48:04,12/10/02,03:16:50,1242,50000
14663,39,117,252,30794,12/10/02,03:21:42,12/10/02,04:01:02,1252,50000
14664,46,107,491,12067,12/10/02,04:04:59,12/10/02,04:29:32,1129,50000
14666,45,114,11,47290,12/10/02,04:34:14,12/10/02,05:32:50,410,50000
14667,51,132,1201,21164,12/10/02,05:36:54,12/10/02,06:02:09,330,50000
14668,31,127,1202,18799,12/10/02,06:12:34,12/10/02,06:59:14,895,45000
14669,26,102,1304,23012,12/10/02,07:03:37,12/10/02,07:54:21,734,25000
14671,36,104,975,544,12/10/02,07:58:09,12/10/02,08:20:25,1243,12000
14672,53,106,302,10974,12/10/02,08:25:25,12/10/02,08:42:46,434,35000
14673,36,104,975,787,12/10/02,08:54:35,12/10/02,10:13:33,1243,12000
14678,37,130,211,27348,12/10/02,10:36:48,12/10/02,11:09:05,1258,45000
14680,57,103,551,17140,12/10/02,11:23:19,12/10/02,12:39:08,1259,35000
14682,57,133,372,13120,12/10/02,12:44:13,12/10/02,13:54:36,1254,45000
14683,57,133,372,9686,12/10/02,13:59:59,12/10/02,14:33:50,1260,35000
14685,57,133,372,6044,12/10/02,14:40:01,12/10/02,15:05:28,1260,95000
14686,45,114,11,8830,12/10/02,15:57:54,12/10/02,16:14:21,410,95000
14688,45,114,11,21433,12/10/02,16:44:46,12/10/02,17:15:32,410,95000
14690,45,114,11,194,12/10/02,18:20:02,12/10/02,18:51:51,410,95000
14693,57,109,1903,20103,12/10/02,19:06:46,12/10/02,20:54:45,1261,35000
14697,53,106,302,13886,12/10/02,21:00:26,12/10/02,21:21:01,434,95000
14699,30,101,671,15607,12/10/02,21:40:58,12/10/02,22:15:53,1242,95000
14701,30,110,673,11243,12/10/02,22:23:19,12/10/02,22:55:46,1242,50000
14704,45,114,11,21297,12/10/02,23:58:35,12/10/03,00:26:48,410,20000
